category,factor_name,selected,importance,rank,ic_mean,icir,t_stat,p_value,adjusted_pvalue,composite_score,meaning,source_file,window
Price-Volume,RSQR5,False,0.0262,166,-0.000746,-0.0082,-0.1799,0.857281,0.869705,0.0162,"【核心含义】
价格趋势决定系数 (R-square)：过去5天价格线性回归的R平方。衡量价格趋势的线性度（平滑度），值越大说明趋势越稳定。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：进行普通最小二乘法(OLS)线性回归；
判定系数计算：计算回归模型的决定系数 R-squared (R²)，即因变量的方差中可由自变量（时间趋势）解释的比例；
趋势平稳度评估：R² 越接近1，说明价格沿直线涨跌的趋势越平稳、噪音越小；越接近0，说明走势杂乱无章、震荡剧烈。",price_volume_factors,Window_2023
Price-Volume,Alpha19,False,0.0222,167,,,,,,0.0158,"【原始公式】
(CLOSE<DELAY(CLOSE,5)?(CLOSE-DELAY(CLOSE,5))/DELAY(CLOSE,5):(CLOSE=DELAY(CLOSE,5)?0:(CLOSE-DELAY(CLOSE,5))/CLOSE))

【核心含义】
国泰君安191因子体系中的 Alpha19 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,QTLD10,False,0.0217,168,,,,,,0.0155,"【核心含义】
区间下分位数 (Quantile Down)：过去10天价格的20%分位数相对当前价格的比值。类似布林带下轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
低位分位提取：提取位于 20% 分位点(0.2)的收盘价，作为该区间的“稳健支撑位”（剔除了极端的单日最低价干扰）；
归一化处理：将该20%分位价格除以当前的最新收盘价；
下行空间评估：用于衡量当前价格距离近期筹码低位密集区的距离，评估向下回调的潜在缓冲空间。",price_volume_factors,Window_2023
Price-Volume,CNTD5,False,0.0204,169,,,,,,0.0146,"【核心含义】
涨跌天数差值 (Count Difference)：过去5天中上涨天数与下跌天数占比的差值。直接反映多空天数力量对比。

【运行原理】
涨跌识别：逐日对比过去N天的收盘价与前一交易日收盘价，分别标记为上涨日和下跌日；
频率统计：在设定窗口内，分别计算上涨日出现的平均概率（多头占比）和下跌日出现的平均概率（空头占比）；
净胜计算：将上涨概率减去下跌概率，得出多空双方在此区间的“净胜频次占比”；
特征输出：正值说明多头占优，负值说明空头占优，每日随着窗口前移而动态更新。",price_volume_factors,Window_2023
Price-Volume,Alpha71,False,0.0194,170,,,,,,0.0138,"【原始公式】
(CLOSE-MEAN(CLOSE,24))/MEAN(CLOSE,24)*100

【核心含义】
国泰君安191因子体系中的 Alpha71 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,Alpha65,False,0.0193,171,,,,,,0.0138,"【原始公式】
MEAN(CLOSE,6)/CLOSE

【核心含义】
国泰君安191因子体系中的 Alpha65 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2023
Price-Volume,VMA30,False,0.0177,172,,,,,,0.0126,"【核心含义】
成交量移动平均 (Volume MA)：过去30天的成交量移动平均相对当前成交量的比值。反映成交量的近期均值回归状态。

【运行原理】
成交量聚合：在设定的N天时间窗口内，收集每一天的成交量(volume)；
均量计算：对窗口内的所有成交量求简单算术平均数(Mean)，得到该周期的平均换手水平；
放缩量换算：将计算出的移动平均成交量除以当前的最新成交量（分母加极小值防报错）；
量能异动评估：结果若远小于1，说明当日剧烈放量；若大于1，说明当日缩量。用于判断当前交投活跃度相较于历史均值的异动情况。",price_volume_factors,Window_2023
Price-Volume,VSUMD10,False,0.0173,173,,,,,,0.0123,"【核心含义】
放缩量净差占比 (Volume Sum Difference)：过去10天成交量增加与减少部分的净差占比。

【运行原理】
量能多空拆解：在N天窗口内，根据当日股价的涨跌，将成交量变化拆分为“伴随上涨的增量”与“伴随下跌的增量”；
量能轧差：计算上涨增量总和与下跌增量总和的差值，得到资金追涨杀跌的“净量能”；
总基准归一化：将净量能除以这N天内所有成交量绝对变化的整体和；
资金净推力：正值代表放量上涨的良性推力，负值代表放量下跌的恶性砸盘，用于甄别资金的真实意图。",price_volume_factors,Window_2023
Price-Volume,RANK20,False,0.0168,174,,,,,,0.012,"【核心含义】
价格相对排位 (Rank)：当前价格在过去20天价格中的百分比排位。反映当前处于近期波动区间的什么水平。

【运行原理】
数据收集：在N天的滑动窗口内，收集每日的收盘价；
截面排序：将当前的最新收盘价与窗口内历史所有收盘价进行大小比对；
分位数换算：计算当前价格在历史序列中所处的百分比排名(Rank)；
相对强弱定性：结果在0到1之间，1表示当前创出新高，0表示创出新低，用于判断当前价格在近期波动区间内的相对身位。",price_volume_factors,Window_2023
Price-Volume,VMA60,False,0.0162,175,,,,,,0.0116,"【核心含义】
成交量移动平均 (Volume MA)：过去60天的成交量移动平均相对当前成交量的比值。反映成交量的近期均值回归状态。

【运行原理】
成交量聚合：在设定的N天时间窗口内，收集每一天的成交量(volume)；
均量计算：对窗口内的所有成交量求简单算术平均数(Mean)，得到该周期的平均换手水平；
放缩量换算：将计算出的移动平均成交量除以当前的最新成交量（分母加极小值防报错）；
量能异动评估：结果若远小于1，说明当日剧烈放量；若大于1，说明当日缩量。用于判断当前交投活跃度相较于历史均值的异动情况。",price_volume_factors,Window_2023
Price-Volume,ROC5,False,0.0156,176,,,,,,0.0112,"【核心含义】
收益率 (Rate of Change)：过去5天的价格变动率。反映股票在5天内的动量或反转特性。

【运行原理】
基准定位：在设定的N天时间窗口中，精确定位到窗口最左侧（期初）的收盘价；
价格比对：获取窗口最右侧（当前）的最新收盘价；
变动换算：计算当前价格相对于期初价格的比值，或计算两者的差值后再除以期初价格；
动量输出：直接刻画该时间区间内整体的价格涨跌幅（动量效应），窗口逐日滑动，实时输出最新收益率。",price_volume_factors,Window_2023
Price-Volume,QTLU5,False,0.0154,177,,,,,,0.011,"【核心含义】
区间上分位数 (Quantile Up)：过去5天价格的80%分位数相对当前价格的比值。类似布林带上轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
高位分位提取：提取位于 80% 分位点(0.8)的收盘价，作为该区间的“稳健压力位”（剔除了极端的单日最高价干扰）；
归一化处理：将该80%分位价格除以当前的最新收盘价；
上行阻力评估：衡量当前价格距离近期筹码高位密集区的距离，评估向上突破需要克服的阻力大小。",price_volume_factors,Window_2023
Price-Volume,SUMN5,False,0.0135,178,,,,,,0.0096,"【核心含义】
负收益绝对值占比 (Sum Negative)：过去5天中所有负收益之和占总绝对收益的比例。反映空头砸盘的绝对力量。

【运行原理】
空头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出下跌交易日（今日收盘<昨日收盘）的下跌绝对点数；
空头动能累加：将这N天内的所有下跌点数进行求和；
基准归一化：将空头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
空方势能评估：结果在0到1之间，数值越大说明区间内空头杀跌的力度在总波动中占据绝对主导。",price_volume_factors,Window_2023
Price-Volume,QTLD5,False,0.0126,179,,,,,,0.009,"【核心含义】
区间下分位数 (Quantile Down)：过去5天价格的20%分位数相对当前价格的比值。类似布林带下轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
低位分位提取：提取位于 20% 分位点(0.2)的收盘价，作为该区间的“稳健支撑位”（剔除了极端的单日最低价干扰）；
归一化处理：将该20%分位价格除以当前的最新收盘价；
下行空间评估：用于衡量当前价格距离近期筹码低位密集区的距离，评估向下回调的潜在缓冲空间。",price_volume_factors,Window_2023
Price-Volume,SUMD5,False,0.012,180,,,,,,0.0086,"【核心含义】
多空收益差占比 (Sum Difference)：过去5天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors,Window_2023
Price-Volume,MA20,False,0.0117,181,,,,,,0.0084,"【核心含义】
移动平均 (Moving Average)：过去20天的价格移动平均相对当前价格的比值。反映短期均线乖离率，常用于均线回归或趋势判断。

【运行原理】
窗口聚合：在设定的N天时间窗口内，收集每一天的收盘价；
均值计算：对窗口内的所有收盘价求简单算术平均数(Mean)，得到该周期的移动平均线点位；
乖离率换算：将计算出的移动平均值除以当前的最新收盘价；
偏离度评估：结果大于1代表价格跌破均线（超卖或下行），小于1代表价格在均线上方（超买或上行），反映了短期价格相对均值中枢的偏离状态。",price_volume_factors,Window_2023
Price-Volume,KSFT,False,0.0107,182,,,,,,0.0076,"【核心含义】
K线重心偏移比例：衡量收盘价在日内波动区间的相对位置（2*收盘-最高-最低），反映日内最终的偏向。

【运行原理】
中枢计算：获取当日的最高价、最低价和收盘价，(2*收盘价 - 最高价 - 最低价) 相当于评估收盘价在全天振幅(High-Low)中的相对偏移位置（偏移重心的两倍）；
相对基准：将上述偏移量除以当日开盘价(open)；
重心偏移度：用于刻画最终收盘时，多空力量将价格推离日内均衡中枢的程度，正值偏多，负值偏空。",price_volume_factors,Window_2023
Price-Volume,VMA20,False,0.0104,183,,,,,,0.0074,"【核心含义】
成交量移动平均 (Volume MA)：过去20天的成交量移动平均相对当前成交量的比值。反映成交量的近期均值回归状态。

【运行原理】
成交量聚合：在设定的N天时间窗口内，收集每一天的成交量(volume)；
均量计算：对窗口内的所有成交量求简单算术平均数(Mean)，得到该周期的平均换手水平；
放缩量换算：将计算出的移动平均成交量除以当前的最新成交量（分母加极小值防报错）；
量能异动评估：结果若远小于1，说明当日剧烈放量；若大于1，说明当日缩量。用于判断当前交投活跃度相较于历史均值的异动情况。",price_volume_factors,Window_2023
